Fecha,Delegacion,Clave INEGI AGEE,Codigo Penal Federal (CPF)_Delitos contra la salud_ Produccion,Codigo Penal Federal (CPF)_Delitos contra la salud_Transporte,Codigo Penal Federal (CPF)_Delitos contra la salud_Tr fico,Codigo Penal Federal (CPF)_Delitos contra la salud_Comercio,Codigo Penal Federal (CPF)_Delitos contra la salud_Suministro,Codigo Penal Federal (CPF)_Delitos contra la salud_Posesion,Codigo Penal Federal (CPF)_Delitos contra la salud_Otros,Codigo Penal Federal (CPF)_Cometidos por Servidores Publicos,Codigo Penal Federal (CPF)_Contra el Ambiente y la Gestion Ambiental,Codigo Penal Federal (CPF)_Contra la integridad corporal,Codigo Penal Federal (CPF)_Electorales,Codigo Penal Federal (CPF)_En Materia de Derechos de Autor,"Codigo Penal Federal (CPF)_Falsedad, T¡tulo D‚cimo Tercero",Codigo Penal Federal (CPF)_Patrimoniales,Codigo Penal Federal (CPF)_V¡as de Comunicacion y Correspondencia,Codigo Penal Federal (CPF)_Otros Delitos del CPF,Codigo Fiscal de la Federacion (CFF),Ley de la Propiedad Industrial (LPI),Ley de V¡as Generales de Comunicacion (LVGC),Ley Federal del Derecho de Autor (LFDA),Ley Federal de Armas de Fuego y Explosivos (LFAFE),Ley de Migracion (LM),Ley General de Salud (LGS)_Contra la salud en su modalidad de Narcomenudeo,Ley General de Salud (LGS)_Otros delitos previstos en la LGS,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Contra la salud,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Otros delitos previstos en la LFCDO,"Leyes de Instituciones de Cr‚dito, Inversion, Fianzas y Seguros",Otras Leyes Especiales
2012-09,DURANGO,10,1,0,0,7,0,6,0,2,0,1,8,3,5,12,4,8,13,0,1,0,12,0,2,1,0,1,0,1
2012-09,GUANAJUATO,11,0,1,0,2,0,94,1,3,1,0,5,0,9,49,9,23,87,6,6,3,71,0,345,25,0,7,10,6
2012-09,GUERRERO,12,0,1,0,5,0,11,1,4,7,0,3,0,3,17,2,12,1,7,0,0,67,0,0,0,0,35,0,1
2012-09,HIDALGO,13,1,0,0,10,0,2,7,5,2,0,7,5,6,62,2,14,10,1,1,7,42,0,0,0,0,2,1,2
2012-09,JALISCO,14,1,1,0,12,0,51,15,6,13,0,14,1,26,84,3,34,21,12,5,2,136,0,21,21,0,4,19,7
2012-09,MXICO,15,1,0,0,3,0,4,2,9,14,4,16,2,14,174,1,48,8,5,3,1,70,0,2,4,1,23,2,7
2012-09,MICHOACAN,16,12,0,1,2,0,18,6,20,8,0,2,0,3,23,10,16,15,0,2,0,90,0,6,0,0,7,0,3
2012-09,MORELOS,17,0,0,0,0,0,4,0,10,2,0,0,1,4,16,0,17,6,0,3,0,40,0,9,0,1,12,1,2
2012-09,NAYARIT,18,1,0,0,2,0,1,0,2,7,1,0,0,1,11,0,15,1,0,0,1,13,0,17,0,0,0,1,2
2012-09,NUEVO LEON,19,1,0,0,4,1,28,1,18,0,1,2,0,6,30,1,24,32,3,0,2,76,3,7,1,1,14,0,12
2012-09,OAXACA,20,1,3,0,4,0,4,10,7,15,0,5,3,5,25,3,22,1,0,14,1,91,5,5,1,0,3,21,3
2012-09,PUEBLA,21,0,2,0,4,0,7,3,5,2,0,2,1,7,37,1,15,19,3,3,1,50,1,0,0,1,2,2,8
2012-09,QUERTARO,22,2,0,0,0,0,3,4,1,8,0,0,1,4,13,0,6,11,2,0,0,17,0,9,2,0,2,1,1
2012-09,QUINTANA ROO,23,0,0,0,0,0,0,13,3,7,0,0,1,7,14,0,5,24,2,1,0,9,0,1,1,0,2,2,0
2012-09,SAN LUIS POTOSÖ,24,0,0,0,0,0,1,3,2,2,0,2,3,2,11,1,5,8,0,1,0,23,1,1,0,0,4,1,0
2012-09,SINALOA,25,5,2,0,1,0,17,5,7,8,0,0,0,2,41,0,8,14,0,2,2,72,0,21,2,2,3,0,1
2012-09,SONORA,26,13,7,0,5,1,49,40,4,3,0,8,0,7,57,6,22,104,1,4,1,82,16,85,23,0,1,0,6
2012-09,TABASCO,27,0,0,0,1,0,1,0,1,1,0,9,0,5,14,0,25,3,1,3,0,6,0,13,1,0,0,1,1
2012-09,TAMAULIPAS,28,0,0,0,0,0,58,3,16,2,2,7,0,10,111,2,39,18,0,0,0,175,1,0,0,0,9,0,17
2012-09,TLAXCALA,29,0,0,0,0,0,0,0,0,1,0,0,3,3,11,0,5,4,1,6,0,8,0,13,5,0,0,0,3
2012-09,VERACRUZ,30,0,1,0,0,0,1,3,13,6,0,10,1,6,75,3,52,37,0,4,2,49,4,29,14,1,15,1,20
2012-09,YUCATAN,31,0,0,0,0,0,6,3,0,3,1,2,1,2,11,0,1,2,0,3,0,3,0,22,0,0,0,2,2
2012-09,ZACATECAS,32,0,0,1,2,0,1,2,1,0,0,0,0,1,7,0,9,9,0,1,0,24,0,1,0,0,7,0,0
2012-09,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2012-10,AGUASCALIENTES,1,0,0,0,0,0,1,1,0,1,0,0,0,2,6,0,3,11,2,4,1,7,1,2,1,0,9,1,2
2012-10,BAJA CALIFORNIA,2,0,2,0,3,0,146,5,10,6,0,2,4,44,89,1,25,43,1,0,0,131,18,37,2,0,3,17,7
2012-10,BAJA CALIFORNIA SUR,3,0,0,0,0,0,0,1,1,0,0,0,2,1,15,3,5,3,2,0,0,14,0,22,2,0,0,0,0
2012-10,CAMPECHE,4,0,0,0,0,0,0,0,3,3,0,0,0,4,16,0,9,2,1,0,1,8,0,0,0,0,3,0,1
2012-10,COAHUILA,5,4,0,0,2,0,2,5,4,2,5,1,3,2,28,3,22,11,0,0,0,44,0,5,1,2,26,2,6
2012-10,COLIMA,6,0,0,0,2,0,4,5,1,2,0,0,0,2,11,0,8,9,0,0,0,17,0,0,0,0,2,1,3
2012-10,CHIAPAS,7,2,4,0,8,0,1,14,10,7,0,3,4,14,32,2,24,35,0,3,4,28,8,9,31,0,3,0,5
2012-10,CHIHUAHUA,8,0,1,0,2,0,25,5,9,1,1,1,1,5,22,2,31,37,6,1,1,63,1,30,2,0,10,0,2
2012-10,DISTRITO FEDERAL,9,0,1,0,15,2,21,39,81,4,10,5,57,178,364,6,113,59,44,0,4,92,1,5,8,0,33,315,20
2012-10,DURANGO,10,0,0,1,3,0,13,2,8,0,0,9,0,1,15,1,1,13,0,2,1,18,0,0,0,0,0,1,2
2012-10,GUANAJUATO,11,0,1,0,3,1,95,5,3,1,0,2,0,12,56,3,15,86,3,4,1,73,1,540,28,1,6,17,20
2012-10,GUERRERO,12,0,1,0,2,0,7,0,2,2,1,5,1,2,7,3,15,0,15,0,0,52,0,0,0,1,27,0,0
2012-10,HIDALGO,13,1,0,0,4,0,2,3,2,7,0,3,7,13,81,3,44,16,1,4,3,29,0,0,2,0,4,1,2
2012-10,JALISCO,14,6,2,0,14,0,72,11,6,5,4,1,2,29,96,3,45,32,12,6,0,163,0,29,16,0,7,21,12
2012-10,MXICO,15,3,0,0,2,0,3,5,9,10,1,27,3,13,171,2,47,16,17,2,1,97,1,4,3,1,19,5,11
2012-10,MICHOACAN,16,19,2,0,3,0,22,8,13,13,1,2,2,9,39,24,30,17,4,0,0,85,0,8,0,3,14,1,12
2012-10,MORELOS,17,0,0,0,0,0,2,1,16,2,1,2,0,9,10,0,17,4,0,1,1,37,0,1,0,2,13,1,4
2012-10,NAYARIT,18,3,0,0,3,0,1,0,4,2,1,0,0,5,10,0,15,4,0,0,1,17,0,17,0,1,1,1,3
2012-10,NUEVO LEON,19,0,0,0,5,0,36,0,13,0,0,2,2,3,46,0,9,30,7,0,7,93,1,8,2,0,15,0,20
2012-10,OAXACA,20,0,1,1,3,0,1,6,17,12,0,2,3,7,25,3,17,1,0,14,2,113,3,14,6,0,6,1,13
2012-10,PUEBLA,21,0,0,0,1,1,4,1,4,3,0,3,0,5,27,2,24,32,5,6,1,47,2,10,0,1,4,5,11
2012-10,QUERTARO,22,0,4,0,0,0,2,0,3,3,0,0,0,3,13,1,10,13,6,0,0,27,0,4,3,0,5,2,2
2012-10,QUINTANA ROO,23,0,1,0,0,0,1,14,3,5,0,6,6,3,29,0,6,23,4,0,0,10,1,3,1,0,3,0,0
2012-10,SAN LUIS POTOSÖ,24,0,0,0,1,0,0,2,4,2,0,1,0,2,21,1,9,7,0,1,0,35,0,0,3,0,5,0,2
2012-10,SINALOA,25,13,2,0,1,0,18,7,5,7,0,2,1,3,48,2,13,11,0,6,3,66,0,16,0,0,4,2,2
2012-10,SONORA,26,15,7,0,7,0,60,48,7,2,1,2,1,3,54,3,18,94,0,1,1,93,17,88,12,0,2,2,11
2012-10,TABASCO,27,1,0,0,1,0,1,1,5,1,0,4,0,1,15,0,24,6,1,0,0,9,2,15,1,0,3,0,4
2012-10,TAMAULIPAS,28,0,2,0,0,0,78,0,13,2,4,3,0,23,134,2,30,23,0,0,0,224,1,0,0,2,19,0,14
2012-10,TLAXCALA,29,0,0,0,0,0,0,1,2,2,0,1,1,5,5,0,7,7,0,7,0,13,0,8,10,0,0,0,8
2012-10,VERACRUZ,30,0,1,0,2,0,3,2,17,2,1,10,1,10,91,1,36,43,0,18,1,60,2,24,6,1,12,1,30
2012-10,YUCATAN,31,0,0,0,0,0,3,0,2,5,2,1,3,6,6,0,5,1,0,4,0,0,0,19,1,0,1,2,4
2012-10,ZACATECAS,32,1,0,0,7,0,5,5,1,0,0,0,1,0,21,2,5,3,0,2,1,25,0,1,0,1,9,0,1
2012-10,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0,1
2012-11,AGUASCALIENTES,1,1,2,0,0,0,4,3,4,0,0,0,0,8,1,0,3,12,1,1,0,7,1,2,0,0,2,4,5
2012-11,BAJA CALIFORNIA,2,0,3,0,9,0,145,3,14,5,0,0,6,37,83,0,13,27,4,1,0,95,14,15,0,0,5,9,4
2012-11,BAJA CALIFORNIA SUR,3,0,6,0,1,0,0,2,4,0,0,0,0,2,11,0,8,3,0,0,0,9,0,11,4,0,0,0,0
2012-11,CAMPECHE,4,0,0,0,1,0,0,0,1,8,0,1,1,1,10,0,15,3,3,1,0,1,2,1,1,0,2,0,2
2012-11,COAHUILA,5,3,1,0,3,0,3,2,1,0,1,6,0,2,26,2,29,9,1,2,1,33,1,3,12,3,14,0,35
2012-11,COLIMA,6,0,0,0,0,1,2,2,0,2,0,0,1,3,5,4,5,2,0,0,1,33,0,0,0,0,4,1,1
2012-11,CHIAPAS,7,0,5,0,3,0,0,15,13,5,0,0,0,6,24,1,13,25,1,2,1,22,6,2,12,1,0,3,2
2012-11,CHIHUAHUA,8,0,4,0,2,0,13,4,7,3,2,0,1,7,28,1,28,38,8,0,0,67,0,40,2,0,2,4,8
2012-11,DISTRITO FEDERAL,9,0,0,0,1,0,12,13,111,4,7,7,29,243,495,4,110,40,59,2,3,79,0,0,2,0,21,250,30
2012-11,DURANGO,10,0,0,0,0,0,8,3,2,2,0,0,1,4,11,1,6,14,0,0,3,24,0,0,0,0,1,1,2
2012-11,GUANAJUATO,11,1,0,0,3,0,103,3,5,1,1,0,0,13,73,1,8,94,1,5,1,78,0,437,32,0,4,11,7
2012-11,GUERRERO,12,0,0,0,5,0,11,2,16,1,1,2,1,1,12,1,17,6,1,0,0,60,1,0,0,1,15,1,8
2012-11,HIDALGO,13,1,0,0,5,0,0,2,1,3,1,7,5,6,71,1,16,22,1,6,7,33,1,0,0,0,0,1,4
2012-11,JALISCO,14,5,2,0,8,0,47,10,7,5,3,1,2,19,85,0,45,15,11,2,1,131,0,22,8,0,12,29,10
2012-11,MXICO,15,4,0,0,2,0,5,3,7,17,0,24,0,19,200,0,58,35,8,11,2,63,2,2,2,1,15,4,27
2012-11,MICHOACAN,16,7,0,2,5,0,19,3,15,4,0,2,0,7,31,16,21,23,1,5,0,86,0,4,2,1,10,0,6
2012-11,MORELOS,17,1,0,0,0,0,0,1,4,2,0,3,0,1,8,1,6,0,1,2,0,22,0,4,0,0,2,3,15
2012-11,NAYARIT,18,0,0,0,4,0,0,0,2,2,2,0,0,3,9,0,10,1,0,2,0,13,0,9,1,0,0,1,2
2012-11,NUEVO LEON,19,0,3,0,6,0,34,1,19,1,1,0,3,5,31,1,12,26,4,0,3,83,0,8,1,0,2,5,17
2012-11,OAXACA,20,0,3,0,5,0,1,5,5,7,0,6,0,5,22,7,20,4,0,7,1,92,1,17,3,0,0,0,6
2012-11,PUEBLA,21,0,1,0,1,0,1,1,2,3,0,2,0,8,42,0,19,27,3,7,2,41,0,2,1,0,1,4,7
2012-11,QUERTARO,22,0,2,0,0,0,1,1,3,1,0,0,1,6,15,0,4,5,8,0,0,24,0,6,2,0,1,2,6
2012-11,QUINTANA ROO,23,0,0,0,0,0,0,11,4,5,0,2,0,3,26,0,12,14,4,0,0,10,0,8,2,0,2,2,5
2012-11,SAN LUIS POTOSÖ,24,0,4,0,1,0,2,0,0,2,3,0,1,2,5,1,5,7,1,0,1,22,1,1,1,0,0,3,5
2012-11,SINALOA,25,5,5,0,2,0,18,7,4,6,1,0,0,2,51,0,8,13,0,0,0,62,1,17,0,0,1,2,1
2012-11,SONORA,26,12,11,0,7,0,53,41,6,1,0,1,1,7,49,4,22,78,0,4,0,63,11,72,7,0,0,2,12
2012-11,TABASCO,27,0,0,0,1,0,1,1,3,2,1,0,0,5,20,0,23,4,0,0,0,5,1,11,1,0,0,0,1
2012-11,TAMAULIPAS,28,0,0,0,0,0,87,0,16,0,1,1,0,13,135,1,36,14,0,1,0,204,3,0,0,0,8,0,20
2012-11,TLAXCALA,29,0,0,0,0,0,0,0,2,0,0,0,0,2,6,0,3,3,0,1,0,6,0,4,14,0,1,0,3
2012-11,VERACRUZ,30,1,1,0,2,0,4,0,28,6,1,4,0,10,81,1,45,25,2,7,0,50,0,29,12,0,12,3,21
2012-11,YUCATAN,31,0,0,0,0,0,1,0,1,5,1,1,0,7,11,0,1,2,0,0,0,2,0,27,3,0,0,1,1
2012-11,ZACATECAS,32,2,0,3,5,0,6,2,3,0,1,0,1,0,11,0,5,7,0,2,0,26,0,0,0,1,5,0,0
2012-11,EXTRANJERO,33,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2012-12,AGUASCALIENTES,1,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,3,0,6,0,9,0,1,0,0,3,1,4
2012-12,BAJA CALIFORNIA,2,0,5,0,2,0,133,1,3,5,0,1,4,23,84,3,11,37,0,0,0,85,13,18,0,0,4,3,0
2012-12,BAJA CALIFORNIA SUR,3,0,0,0,0,0,0,0,1,1,0,0,0,3,9,1,6,4,0,0,0,12,0,1,1,0,0,0,1
2012-12,CAMPECHE,4,0,0,0,0,0,0,0,4,7,0,0,1,0,13,0,8,2,1,1,0,3,0,0,0,0,0,0,0
2012-12,COAHUILA,5,0,0,0,1,0,2,0,1,0,1,0,0,6,25,1,27,9,1,3,0,45,0,3,1,1,8,3,6
2012-12,COLIMA,6,0,0,0,0,0,2,2,1,0,0,0,0,0,7,0,2,3,1,0,0,22,0,0,0,0,3,0,1
2012-12,CHIAPAS,7,0,1,0,1,0,0,10,5,3,0,0,1,6,18,2,17,12,0,2,2,22,5,5,17,1,2,2,1
2012-12,CHIHUAHUA,8,5,1,0,1,0,5,3,3,0,0,1,2,8,21,3,25,15,4,2,0,63,0,7,3,0,3,0,1
2012-12,DISTRITO FEDERAL,9,0,0,0,0,0,4,18,79,3,9,3,26,188,305,9,74,51,51,0,5,78,0,1,2,0,12,214,17
2012-12,DURANGO,10,1,0,0,0,0,1,1,3,1,0,1,0,1,8,1,6,6,0,2,0,8,0,0,0,0,0,0,3
2012-12,GUANAJUATO,11,0,0,0,1,0,113,3,2,0,0,0,1,21,48,7,17,82,3,4,3,96,0,464,14,0,1,17,9
2012-12,GUERRERO,12,0,0,0,11,0,8,1,14,2,2,0,0,1,7,6,23,1,0,0,0,79,0,0,0,0,12,1,9
2012-12,HIDALGO,13,0,0,0,6,0,2,0,0,8,0,0,7,4,30,1,13,8,0,4,1,38,1,2,0,0,3,0,2
2012-12,JALISCO,14,1,6,3,6,0,54,14,10,10,0,0,0,34,76,6,27,16,8,0,4,132,1,13,5,0,4,20,7
2012-12,MXICO,15,0,2,0,2,0,3,6,8,13,0,23,1,4,123,1,32,14,6,6,0,70,0,2,2,1,8,5,23
2012-12,MICHOACAN,16,8,0,0,1,0,23,5,14,4,0,0,0,5,31,11,13,15,9,5,2,53,0,4,0,0,4,2,11
2012-12,MORELOS,17,0,0,0,0,0,0,0,12,2,0,0,1,3,11,0,11,0,0,1,0,32,0,4,2,0,8,2,10
2012-12,NAYARIT,18,0,0,0,0,0,1,0,5,3,1,0,0,3,7,0,15,0,1,0,0,10,0,11,0,0,0,2,1
2012-12,NUEVO LEON,19,0,1,0,1,0,25,0,11,1,1,0,1,2,22,1,1,11,2,2,2,64,0,2,2,0,5,0,15
2012-12,OAXACA,20,1,9,0,3,0,0,5,3,8,0,0,0,2,27,10,7,3,0,3,0,82,1,11,1,0,0,2,7
2012-12,PUEBLA,21,1,0,0,1,0,1,0,5,3,0,2,1,3,38,0,10,11,1,7,2,33,0,2,1,0,0,1,2
2012-12,QUERTARO,22,1,0,0,3,1,4,0,8,0,0,0,0,7,19,0,9,4,6,0,0,26,0,5,2,0,1,1,2
2012-12,QUINTANA ROO,23,0,0,0,0,0,0,12,5,1,0,1,1,6,36,1,8,19,3,0,0,8,5,3,0,0,0,0,2
2012-12,SAN LUIS POTOSÖ,24,0,8,1,2,0,0,0,3,0,0,1,1,2,19,0,9,5,0,0,1,43,0,1,2,0,5,1,4
2012-12,SINALOA,25,3,2,0,8,0,23,8,6,5,1,1,0,3,40,0,7,11,1,0,2,93,0,11,0,0,2,0,3
2012-12,SONORA,26,14,7,0,9,0,35,25,8,1,0,0,1,4,39,2,28,22,2,0,1,65,5,29,3,0,2,2,4
2012-12,TABASCO,27,0,0,0,1,0,1,0,7,0,0,0,4,2,16,2,17,0,0,1,0,5,2,6,1,0,1,0,2
2012-12,TAMAULIPAS,28,0,0,0,0,0,72,0,12,1,4,1,0,2,85,3,33,21,0,0,0,194,2,0,0,0,10,0,16
2012-12,TLAXCALA,29,0,0,0,0,0,0,0,2,3,1,0,0,1,13,2,18,4,1,11,0,11,1,4,12,0,3,0,3
2012-12,VERACRUZ,30,1,0,0,0,0,2,0,11,5,1,2,1,4,64,4,26,17,1,2,0,43,1,27,10,0,11,1,13
2012-12,YUCATAN,31,0,0,0,0,0,4,1,1,10,0,1,0,1,6,0,2,1,0,0,0,4,0,15,3,0,0,0,3
2012-12,ZACATECAS,32,0,0,1,5,0,1,0,5,0,1,0,1,0,15,2,2,8,0,0,0,23,0,0,0,0,3,0,4
2012-12,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2013-01,AGUASCALIENTES,1,0,0,0,0,0,2,0,7,1,0,1,0,8,10,0,4,9,3,1,1,17,0,3,6,0,7,1,7
2013-01,BAJA CALIFORNIA,2,0,1,0,5,0,130,2,13,4,0,0,10,38,91,0,10,30,2,0,0,123,20,38,0,0,2,8,4
2013-01,BAJA CALIFORNIA SUR,3,1,0,0,0,0,1,1,0,0,0,0,2,0,7,0,2,2,0,0,0,9,0,2,1,0,1,1,0
2013-01,CAMPECHE,4,0,0,0,0,0,0,0,0,6,0,1,1,2,19,0,8,2,0,3,1,4,1,1,0,0,0,0,2
2013-01,COAHUILA,5,0,1,0,5,0,0,3,3,2,5,0,0,1,43,3,33,8,1,0,0,48,0,8,1,2,10,0,1
2013-01,COLIMA,6,1,0,0,1,0,6,1,2,6,0,0,1,2,6,0,8,12,2,0,0,34,0,2,1,0,3,0,2
2013-01,CHIAPAS,7,2,4,0,3,1,0,13,8,6,1,0,3,9,22,1,12,20,0,2,0,27,14,7,11,0,1,0,5
2013-01,CHIHUAHUA,8,4,3,0,2,0,11,3,4,5,0,1,1,13,20,0,11,31,3,1,1,52,3,11,0,0,1,1,2
2013-01,DISTRITO FEDERAL,9,0,1,0,2,0,15,15,82,6,6,5,42,188,367,9,79,49,27,0,7,68,1,9,0,1,19,178,21
2013-01,DURANGO,10,0,1,0,1,0,7,0,3,0,0,0,1,2,7,1,6,6,0,1,0,21,0,0,0,0,2,0,3
2013-01,GUANAJUATO,11,0,0,0,3,1,74,5,3,0,0,3,2,10,30,5,12,80,4,1,3,74,1,446,31,0,4,9,5
2013-01,GUERRERO,12,0,1,0,10,0,11,6,14,0,2,2,0,5,15,1,15,3,0,0,0,72,0,0,0,0,12,0,8
2013-01,HIDALGO,13,0,0,0,0,0,0,0,0,5,0,0,8,2,66,1,23,18,0,2,3,31,1,0,3,0,1,0,2
2013-01,JALISCO,14,4,1,0,4,0,54,9,9,5,1,1,1,20,84,1,22,14,9,2,0,103,0,9,4,0,11,21,12
2013-01,MXICO,15,1,0,0,1,0,0,6,7,8,3,133,2,17,173,4,58,16,4,6,1,109,1,10,2,0,4,4,18
2013-01,MICHOACAN,16,4,2,2,2,0,29,11,9,3,1,1,0,4,30,4,23,7,2,2,0,90,0,9,1,0,0,0,5
2013-01,MORELOS,17,0,0,0,0,0,1,0,6,3,1,5,0,2,24,0,14,7,0,3,0,40,0,0,1,0,3,1,15
2013-01,NAYARIT,18,1,0,0,3,0,2,1,5,4,1,1,0,2,12,0,16,3,2,0,2,16,0,18,1,0,1,2,3
2013-01,NUEVO LEON,19,0,0,0,2,0,29,0,17,3,0,0,6,2,33,0,7,24,6,0,0,79,0,10,0,0,3,2,17
2013-01,OAXACA,20,2,10,0,5,1,6,3,12,19,6,2,3,8,28,10,11,5,0,2,2,87,7,19,2,1,5,0,5
2013-01,PUEBLA,21,0,0,0,2,0,2,1,3,4,0,0,1,6,59,3,16,25,2,3,1,45,0,2,1,0,0,1,3
2013-01,QUERTARO,22,0,4,0,0,0,7,0,1,1,0,0,0,9,20,0,4,6,1,0,0,21,1,2,0,0,0,1,1
2013-01,QUINTANA ROO,23,0,0,0,1,0,1,17,5,0,0,1,1,12,17,2,3,13,0,1,0,6,1,7,1,0,0,0,5
2013-01,SAN LUIS POTOSÖ,24,0,0,0,0,0,3,1,2,3,0,1,0,0,21,0,10,6,1,5,0,48,0,0,3,0,2,1,2
2013-01,SINALOA,25,5,4,0,6,0,23,12,2,1,2,0,1,6,58,4,1,25,0,4,0,67,0,12,0,0,4,0,5
2013-01,SONORA,26,13,10,0,3,0,39,29,6,4,0,1,0,5,31,4,29,55,1,4,2,67,7,47,8,0,1,2,5
2013-01,TABASCO,27,0,1,0,0,0,0,0,4,0,0,1,1,5,23,1,24,3,1,0,0,8,2,11,1,0,1,0,2
2013-01,TAMAULIPAS,28,0,0,0,0,0,57,1,11,1,5,2,1,8,105,0,22,13,1,0,0,158,3,0,1,1,3,2,5
2013-01,TLAXCALA,29,0,0,0,1,0,0,0,3,1,0,0,1,1,20,0,9,3,0,11,1,5,0,30,6,0,0,0,6
2013-01,VERACRUZ,30,0,2,0,1,0,3,0,38,5,2,9,0,6,130,17,42,23,0,5,0,36,3,22,9,3,10,2,26
2013-01,YUCATAN,31,0,0,0,0,0,3,0,0,5,2,2,0,5,7,0,1,1,0,2,0,7,0,5,1,0,0,1,2
2013-01,ZACATECAS,32,1,1,2,2,0,4,0,2,1,0,0,0,2,6,2,2,4,0,0,0,27,0,0,0,0,1,0,0
2013-01,EXTRANJERO,33,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2013-02,AGUASCALIENTES,1,0,2,0,0,0,1,0,1,0,0,0,0,5,3,0,1,5,1,3,1,7,0,2,0,0,2,1,7
2013-02,BAJA CALIFORNIA,2,1,0,0,7,0,166,4,6,4,0,0,17,34,111,1,9,23,5,0,0,117,21,140,0,0,1,4,4
2013-02,BAJA CALIFORNIA SUR,3,0,4,0,3,0,1,0,1,3,0,1,1,2,14,0,2,6,0,0,0,9,0,8,2,0,0,0,1
2013-02,CAMPECHE,4,0,0,0,0,0,0,1,1,9,0,0,1,4,6,2,12,2,0,1,0,7,0,1,5,0,0,0,1
2013-02,COAHUILA,5,0,0,0,1,0,2,0,7,0,0,1,0,1,33,0,28,11,1,0,0,28,1,1,4,0,4,4,10
2013-02,COLIMA,6,1,0,0,0,0,2,2,1,0,0,0,0,1,3,2,7,2,4,2,0,27,0,0,0,0,3,0,3
2013-02,CHIAPAS,7,3,1,0,1,0,1,18,4,4,0,6,1,6,31,4,13,18,0,5,0,25,21,14,4,1,6,1,4
2013-02,CHIHUAHUA,8,0,2,0,4,0,11,2,3,3,1,0,2,6,27,1,12,29,6,0,4,44,1,19,1,0,1,4,5
2013-02,DISTRITO FEDERAL,9,3,2,0,6,0,8,11,117,8,3,5,10,199,356,5,102,56,67,2,14,86,1,3,3,0,9,294,30
2013-02,DURANGO,10,0,0,1,0,0,6,1,1,2,0,0,0,1,14,0,2,4,0,0,0,28,0,0,0,0,1,0,3
2013-02,GUANAJUATO,11,0,0,0,4,0,58,4,4,0,0,0,0,15,78,2,16,39,4,3,1,94,0,423,35,0,2,10,25
2013-02,GUERRERO,12,0,0,0,5,0,11,4,7,0,1,0,0,1,6,11,5,1,0,0,0,62,0,0,0,0,8,0,7
2013-02,HIDALGO,13,0,1,0,2,0,4,1,5,3,0,0,8,4,43,4,26,15,0,4,2,31,0,0,0,0,2,0,4
2013-02,JALISCO,14,5,2,0,5,0,29,19,7,10,1,1,4,11,80,2,29,13,11,3,0,106,0,21,5,0,7,28,10
2013-02,MXICO,15,2,0,0,2,0,3,8,9,10,0,292,1,21,175,2,54,25,19,5,2,122,1,5,4,3,10,9,29
2013-02,MICHOACAN,16,7,2,2,1,0,21,7,19,1,0,3,0,3,28,6,26,8,3,3,0,64,0,5,4,0,1,3,5
2013-02,MORELOS,17,1,0,0,0,0,1,1,4,3,0,0,0,10,46,2,8,6,1,3,0,23,0,1,1,0,7,3,15
2013-02,NAYARIT,18,1,0,0,3,0,1,4,5,0,0,0,2,0,23,0,12,0,1,1,0,8,0,3,0,0,0,1,1
2013-02,NUEVO LEON,19,1,0,0,2,0,18,1,12,0,2,2,3,11,48,0,7,28,5,1,1,64,2,14,0,1,2,1,14
2013-02,OAXACA,20,1,3,0,10,0,3,5,8,13,3,1,2,1,21,0,11,3,0,9,0,83,1,21,5,0,3,2,13
2013-02,PUEBLA,21,2,0,0,2,1,5,1,2,0,0,3,1,7,30,4,10,10,4,0,0,32,2,1,0,0,1,1,14
2013-02,QUERTARO,22,0,0,0,2,0,5,2,1,0,1,0,0,8,13,1,6,4,0,0,0,17,0,5,1,0,0,3,2
2013-02,QUINTANA ROO,23,0,0,0,1,0,0,10,4,5,0,0,2,6,16,0,12,17,0,0,0,17,1,3,1,0,1,0,1
2013-02,SAN LUIS POTOSÖ,24,0,4,0,1,0,4,0,2,2,1,2,0,4,17,1,6,3,0,0,1,33,1,0,0,1,6,0,4
2013-02,SINALOA,25,9,6,0,4,0,19,6,8,3,0,0,1,7,78,2,8,5,0,1,0,58,0,16,1,0,5,0,1
2013-02,SONORA,26,13,25,0,1,0,40,38,4,5,0,0,5,4,38,1,19,34,2,4,0,77,5,32,8,0,6,1,3
2013-02,TABASCO,27,0,0,0,1,0,1,1,3,0,0,0,1,0,18,0,24,2,0,0,0,10,3,17,1,0,0,0,4
2013-02,TAMAULIPAS,28,0,0,0,0,0,42,10,7,1,2,2,1,3,102,0,25,35,0,0,0,134,0,0,0,0,2,1,8
