Fecha,Delegacion,Clave INEGI AGEE,Codigo Penal Federal (CPF)_Delitos contra la salud_ Produccion,Codigo Penal Federal (CPF)_Delitos contra la salud_Transporte,Codigo Penal Federal (CPF)_Delitos contra la salud_Tr fico,Codigo Penal Federal (CPF)_Delitos contra la salud_Comercio,Codigo Penal Federal (CPF)_Delitos contra la salud_Suministro,Codigo Penal Federal (CPF)_Delitos contra la salud_Posesion,Codigo Penal Federal (CPF)_Delitos contra la salud_Otros,Codigo Penal Federal (CPF)_Cometidos por Servidores Publicos,Codigo Penal Federal (CPF)_Contra el Ambiente y la Gestion Ambiental,Codigo Penal Federal (CPF)_Contra la integridad corporal,Codigo Penal Federal (CPF)_Electorales,Codigo Penal Federal (CPF)_En Materia de Derechos de Autor,"Codigo Penal Federal (CPF)_Falsedad, T¡tulo D‚cimo Tercero",Codigo Penal Federal (CPF)_Patrimoniales,Codigo Penal Federal (CPF)_V¡as de Comunicacion y Correspondencia,Codigo Penal Federal (CPF)_Otros Delitos del CPF,Codigo Fiscal de la Federacion (CFF),Ley de la Propiedad Industrial (LPI),Ley de V¡as Generales de Comunicacion (LVGC),Ley Federal del Derecho de Autor (LFDA),Ley Federal de Armas de Fuego y Explosivos (LFAFE),Ley de Migracion (LM),Ley General de Salud (LGS)_Contra la salud en su modalidad de Narcomenudeo,Ley General de Salud (LGS)_Otros delitos previstos en la LGS,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Contra la salud,Ley Federal Contra la Delincuencia Organizada (LFCDO)_Otros delitos previstos en la LFCDO,"Leyes de Instituciones de Cr‚dito, Inversion, Fianzas y Seguros",Otras Leyes Especiales
2013-08,MXICO,15,0,0,0,4,0,0,7,17,10,1,108,0,17,149,2,70,21,17,5,3,93,1,6,6,1,10,22,45
2013-08,MICHOACAN,16,11,1,1,3,0,6,4,11,8,2,0,1,7,26,4,21,11,1,2,0,59,0,6,1,0,14,1,12
2013-08,MORELOS,17,0,0,0,0,0,5,0,5,4,1,0,2,5,11,1,7,4,0,3,0,40,0,7,9,0,0,0,12
2013-08,NAYARIT,18,1,1,0,0,0,3,3,1,4,0,0,0,3,6,0,7,4,0,0,0,17,0,0,0,0,1,0,1
2013-08,NUEVO LEON,19,0,12,0,0,0,21,0,14,4,1,7,2,7,58,1,20,13,1,0,0,55,1,22,2,0,4,6,18
2013-08,OAXACA,20,0,0,0,5,1,0,3,7,7,5,0,0,1,33,3,13,2,0,20,0,86,5,3,12,0,2,3,7
2013-08,PUEBLA,21,0,0,0,3,0,5,2,10,5,2,10,2,13,61,6,32,5,3,5,0,25,1,2,2,0,3,3,8
2013-08,QUERTARO,22,1,3,1,0,0,2,0,4,1,0,0,0,4,36,0,11,3,2,0,0,14,1,2,0,0,0,1,2
2013-08,QUINTANA ROO,23,0,0,0,0,0,1,4,1,9,0,2,0,17,23,1,4,9,4,0,0,8,1,1,9,0,0,1,2
2013-08,SAN LUIS POTOSÖ,24,0,3,0,1,0,2,1,13,2,0,1,6,2,52,1,9,2,0,1,0,41,2,0,10,0,2,1,4
2013-08,SINALOA,25,4,2,0,1,0,16,8,9,6,0,0,3,9,63,0,17,6,2,2,2,53,0,11,1,0,1,1,9
2013-08,SONORA,26,6,7,0,2,0,46,25,6,10,1,1,1,6,49,3,20,22,0,2,2,50,11,32,12,0,4,1,3
2013-08,TABASCO,27,0,1,0,0,0,1,1,2,2,0,0,0,4,18,1,18,4,0,0,0,10,4,12,0,0,3,0,6
2013-08,TAMAULIPAS,28,0,0,0,0,0,41,1,10,1,7,2,1,2,88,0,33,27,0,0,0,130,2,0,0,0,5,1,25
2013-08,TLAXCALA,29,0,0,0,0,1,1,0,3,6,0,1,0,6,7,0,4,1,0,2,0,4,0,5,6,0,1,0,4
2013-08,VERACRUZ,30,0,2,0,0,0,3,3,21,3,1,7,1,2,94,9,41,15,3,18,2,37,7,14,6,0,4,1,26
2013-08,YUCATAN,31,0,0,0,0,0,2,2,6,8,0,1,1,8,6,0,5,0,6,4,0,1,0,4,2,0,0,0,4
2013-08,ZACATECAS,32,0,2,0,0,0,2,0,9,2,0,0,2,1,8,0,7,8,0,1,1,18,0,0,0,0,1,1,1
2013-08,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1
2013-09,AGUASCALIENTES,1,0,1,0,0,0,3,0,6,1,0,0,0,8,2,0,1,12,1,0,0,8,0,2,2,0,4,0,2
2013-09,BAJA CALIFORNIA,2,3,1,0,1,0,69,2,16,4,0,0,9,17,80,0,14,23,7,1,1,98,15,150,0,0,1,3,13
2013-09,BAJA CALIFORNIA SUR,3,1,0,0,6,1,7,2,2,1,0,1,1,3,10,1,5,5,0,1,0,6,0,5,2,0,0,0,2
2013-09,CAMPECHE,4,0,0,0,2,0,0,0,0,1,0,1,0,1,6,0,8,2,1,3,0,6,0,0,0,0,0,0,1
2013-09,COAHUILA,5,3,0,0,3,0,4,2,0,1,0,1,0,1,23,2,26,12,0,2,0,32,0,1,1,2,8,0,5
2013-09,COLIMA,6,3,0,0,1,0,3,3,4,3,1,0,0,6,4,0,6,3,2,0,0,18,0,0,0,0,1,2,5
2013-09,CHIAPAS,7,0,6,6,4,0,4,5,4,12,0,0,0,17,25,13,23,15,1,85,0,36,17,17,0,0,3,0,7
2013-09,CHIHUAHUA,8,1,2,0,3,0,9,0,7,8,2,2,2,7,38,2,15,7,0,0,3,63,0,24,4,0,1,5,11
2013-09,DISTRITO FEDERAL,9,1,1,0,2,0,16,17,48,2,5,1,9,150,540,5,160,33,97,0,13,66,3,11,4,0,23,146,41
2013-09,DURANGO,10,1,0,0,4,0,1,1,7,3,1,0,1,3,11,0,4,7,1,1,0,20,1,0,0,0,0,3,1
2013-09,GUANAJUATO,11,0,0,0,3,0,56,3,3,4,0,1,0,7,106,8,12,10,6,14,0,75,0,23,0,0,3,5,8
2013-09,GUERRERO,12,0,0,0,5,0,7,5,16,3,1,0,1,1,15,1,10,1,0,0,0,63,0,0,0,0,7,1,3
2013-09,HIDALGO,13,0,1,0,1,0,3,0,4,8,0,1,0,13,40,2,14,8,0,6,2,25,2,2,0,0,3,0,7
2013-09,JALISCO,14,0,2,0,7,0,57,18,14,10,1,0,0,20,101,3,20,10,20,1,3,115,0,8,2,0,2,19,24
2013-09,MXICO,15,1,4,0,4,0,1,3,12,1,0,113,0,14,167,4,68,21,14,11,0,89,0,8,2,0,12,9,47
2013-09,MICHOACAN,16,3,2,0,5,0,6,8,19,3,3,0,1,11,25,3,18,9,1,4,0,80,0,1,0,0,15,1,16
2013-09,MORELOS,17,0,0,0,0,0,4,1,10,3,1,0,1,6,11,0,9,4,0,0,3,30,0,1,23,0,1,0,20
2013-09,NAYARIT,18,1,0,0,2,0,2,1,0,3,1,1,0,2,4,0,12,2,0,0,0,9,0,0,2,0,1,0,2
2013-09,NUEVO LEON,19,0,9,0,2,0,15,0,21,3,1,0,3,4,71,1,16,8,11,1,1,55,1,21,0,0,2,1,16
2013-09,OAXACA,20,1,3,0,2,0,0,4,7,2,1,0,1,10,39,2,15,1,1,19,1,97,1,4,10,0,0,1,4
2013-09,PUEBLA,21,0,0,0,2,0,5,2,5,0,0,1,1,10,45,0,14,3,2,1,1,20,1,1,0,0,1,6,5
2013-09,QUERTARO,22,0,7,0,0,1,4,1,0,2,2,1,0,1,26,0,11,3,5,0,0,27,0,2,1,0,0,3,7
2013-09,QUINTANA ROO,23,0,0,0,0,0,0,8,6,5,1,34,1,8,22,1,8,7,6,0,0,6,0,3,3,0,1,0,3
2013-09,SAN LUIS POTOSÖ,24,0,3,0,0,0,0,0,8,0,0,0,2,8,46,1,10,4,0,0,0,38,3,0,13,0,1,0,11
2013-09,SINALOA,25,1,1,1,2,1,14,1,7,3,3,1,0,4,53,0,13,2,0,0,1,60,0,10,0,0,0,1,11
2013-09,SONORA,26,6,9,0,1,0,60,16,7,6,0,1,1,6,31,2,24,23,2,3,2,62,13,42,8,0,1,0,9
2013-09,TABASCO,27,0,0,0,0,0,2,1,1,2,0,0,0,2,19,0,19,2,2,0,0,7,2,15,0,0,3,0,4
2013-09,TAMAULIPAS,28,0,0,0,0,0,45,1,3,0,11,1,0,3,108,1,30,29,1,0,0,139,11,0,0,0,5,0,12
2013-09,TLAXCALA,29,0,0,0,0,0,0,0,2,6,0,0,1,6,6,0,4,3,0,0,0,2,1,7,1,0,0,0,5
2013-09,VERACRUZ,30,0,3,0,1,0,0,4,47,7,0,2,2,29,137,27,68,10,0,22,0,39,2,19,10,1,2,7,36
2013-09,YUCATAN,31,0,0,0,0,0,5,0,4,13,0,0,16,4,8,0,3,1,7,0,0,0,0,2,1,0,0,1,8
2013-09,ZACATECAS,32,0,3,0,1,0,0,4,4,0,1,0,2,2,15,1,2,8,0,1,0,18,0,0,0,0,3,0,4
2013-09,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-10,AGUASCALIENTES,1,0,0,0,0,0,1,2,4,0,0,0,0,12,6,0,3,10,5,0,3,11,0,1,1,0,5,2,1
2013-10,BAJA CALIFORNIA,2,4,3,1,8,0,76,7,12,5,1,0,3,32,79,3,16,20,2,0,1,126,15,186,1,0,2,16,12
2013-10,BAJA CALIFORNIA SUR,3,0,0,0,9,0,7,1,3,1,0,0,2,1,11,0,6,5,0,0,2,4,0,3,3,0,1,1,2
2013-10,CAMPECHE,4,0,0,0,4,0,0,2,1,7,0,1,0,2,12,1,6,1,0,1,0,2,0,2,0,0,0,0,3
2013-10,COAHUILA,5,2,2,0,4,0,1,2,10,2,2,5,1,3,32,1,40,15,0,4,0,30,0,6,3,1,5,0,14
2013-10,COLIMA,6,1,0,0,0,0,3,2,1,4,0,0,1,0,11,0,13,0,1,1,0,13,0,1,0,0,3,1,2
2013-10,CHIAPAS,7,0,8,1,7,0,4,8,9,12,1,2,3,18,18,13,21,19,1,46,0,33,26,13,0,0,2,0,6
2013-10,CHIHUAHUA,8,1,2,0,7,0,16,11,13,9,3,1,2,15,37,6,37,25,3,4,4,76,0,11,5,0,5,5,7
2013-10,DISTRITO FEDERAL,9,0,0,0,2,0,10,33,61,3,5,7,7,214,656,1,184,73,89,1,20,97,3,12,1,0,20,85,34
2013-10,DURANGO,10,1,0,0,3,0,0,0,2,4,0,1,0,2,13,4,14,5,2,4,0,33,0,0,0,0,1,0,8
2013-10,GUANAJUATO,11,1,2,0,0,0,54,2,5,2,0,0,0,18,114,4,23,11,7,27,5,83,0,11,2,0,2,12,7
2013-10,GUERRERO,12,0,0,0,9,0,7,4,9,4,1,3,0,6,19,0,22,2,0,0,0,63,0,0,0,0,9,1,8
2013-10,HIDALGO,13,0,0,0,1,0,3,0,5,5,0,0,2,7,57,4,21,10,0,4,1,15,1,3,1,0,1,0,4
2013-10,JALISCO,14,4,0,0,3,0,58,31,17,7,3,0,0,31,129,3,26,15,24,5,4,118,0,5,3,0,5,31,53
2013-10,MXICO,15,1,1,0,5,0,6,7,9,12,1,4,6,23,159,2,73,36,14,5,2,115,2,12,3,0,12,4,49
2013-10,MICHOACAN,16,3,1,0,1,0,10,7,18,2,4,0,0,11,23,2,27,10,0,12,0,66,0,3,1,0,7,0,14
2013-10,MORELOS,17,0,0,0,0,1,3,2,9,1,0,0,1,6,8,0,6,2,0,1,0,42,0,4,12,0,1,3,20
2013-10,NAYARIT,18,3,0,0,0,0,11,1,2,5,1,1,0,6,2,0,13,2,0,1,0,13,0,0,2,0,1,0,6
2013-10,NUEVO LEON,19,1,6,0,4,0,14,0,31,2,1,2,2,7,65,0,17,13,15,1,0,42,1,32,0,0,5,5,23
2013-10,OAXACA,20,1,0,0,3,0,2,5,4,19,2,1,3,5,35,1,12,3,0,39,1,66,4,28,1,1,1,1,21
2013-10,PUEBLA,21,0,0,0,3,0,0,0,3,3,0,0,6,17,50,0,20,11,2,2,1,30,0,4,0,0,0,2,11
2013-10,QUERTARO,22,0,5,0,1,0,3,0,1,1,0,0,1,8,51,0,6,6,0,0,1,12,0,5,1,0,1,1,1
2013-10,QUINTANA ROO,23,0,1,0,0,0,0,3,4,12,0,144,3,2,14,18,10,8,2,0,0,7,1,0,9,0,0,1,3
2013-10,SAN LUIS POTOSÖ,24,0,2,0,1,0,1,3,8,0,0,0,3,4,15,2,9,3,1,0,2,46,0,0,7,0,2,2,5
2013-10,SINALOA,25,4,2,0,2,0,17,2,10,3,1,2,0,6,60,1,17,2,0,2,0,57,0,9,0,0,3,4,8
2013-10,SONORA,26,1,8,0,5,0,49,25,11,3,0,1,0,12,41,0,26,26,2,2,0,79,11,26,20,0,2,1,8
2013-10,TABASCO,27,0,1,0,0,0,0,0,5,3,0,1,4,3,18,0,14,1,3,0,0,10,5,5,0,0,2,1,1
2013-10,TAMAULIPAS,28,0,0,0,0,0,40,0,14,1,8,3,2,3,138,1,38,37,0,0,0,183,1,0,0,0,8,1,18
2013-10,TLAXCALA,29,0,0,0,0,0,1,1,5,0,0,0,1,6,15,0,6,0,0,4,0,5,2,6,1,0,0,0,7
2013-10,VERACRUZ,30,0,0,1,1,0,1,6,53,11,0,3,3,12,128,27,66,14,2,25,5,42,4,19,8,0,4,1,43
2013-10,YUCATAN,31,0,0,0,1,0,3,0,5,5,2,1,36,6,19,0,7,3,0,4,0,3,0,4,0,0,0,10,7
2013-10,ZACATECAS,32,0,2,0,1,0,1,1,6,0,0,0,1,3,12,0,8,5,1,0,1,21,1,0,0,1,2,1,4
2013-10,EXTRANJERO,33,0,0,0,0,0,0,0,1,0,2,0,0,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2013-11,AGUASCALIENTES,1,0,0,0,0,0,0,1,0,0,0,0,0,9,6,0,0,8,5,2,0,7,0,2,4,0,5,3,3
2013-11,BAJA CALIFORNIA,2,4,8,0,3,0,58,7,6,8,0,1,2,22,87,1,17,24,2,0,0,86,18,205,9,0,5,18,19
2013-11,BAJA CALIFORNIA SUR,3,0,0,0,6,0,4,0,2,0,0,0,1,0,6,0,4,5,1,0,3,11,0,5,3,0,0,0,2
2013-11,CAMPECHE,4,0,0,0,0,0,0,0,1,4,0,0,0,2,12,0,6,2,0,0,0,8,0,1,0,0,0,0,2
2013-11,COAHUILA,5,3,1,0,6,0,3,0,7,0,4,0,0,4,14,0,31,14,0,1,0,28,0,5,1,1,2,0,11
2013-11,COLIMA,6,0,0,0,0,0,2,3,4,2,1,0,1,3,13,0,6,2,6,0,0,10,0,2,0,0,3,1,2
2013-11,CHIAPAS,7,0,3,0,7,0,2,1,10,18,0,2,0,11,16,3,27,12,8,21,0,26,15,13,1,0,2,0,7
2013-11,CHIHUAHUA,8,2,3,0,3,0,16,1,8,1,1,3,1,12,35,0,17,15,3,0,0,59,2,6,2,0,4,2,9
2013-11,DISTRITO FEDERAL,9,2,1,0,3,0,14,28,50,3,4,5,4,178,395,1,153,57,81,0,3,89,3,10,4,0,10,98,29
2013-11,DURANGO,10,0,0,0,0,0,1,1,6,1,4,2,0,4,14,3,9,4,0,3,0,16,0,1,1,0,0,0,12
2013-11,GUANAJUATO,11,2,0,0,4,0,32,2,2,2,0,1,1,11,114,4,14,10,6,4,4,68,0,21,2,0,2,5,6
2013-11,GUERRERO,12,0,0,0,4,0,19,10,5,3,0,0,1,5,7,2,6,1,0,0,0,58,0,0,0,0,2,0,8
2013-11,HIDALGO,13,0,0,0,3,0,3,1,2,3,0,0,2,8,33,0,17,7,0,2,2,27,1,2,1,0,3,0,7
2013-11,JALISCO,14,1,1,0,2,0,52,11,20,7,3,3,0,27,127,1,29,20,28,0,6,120,0,4,1,0,0,55,41
2013-11,MXICO,15,0,0,0,4,0,1,3,16,3,0,46,3,22,129,1,64,16,12,5,2,97,0,7,5,1,12,5,59
2013-11,MICHOACAN,16,3,2,0,2,0,9,7,18,4,0,0,1,8,36,4,33,11,2,10,0,56,0,6,3,0,7,1,19
2013-11,MORELOS,17,0,0,0,0,0,0,2,6,2,0,2,1,9,10,0,9,5,0,2,1,44,1,5,8,1,1,2,8
2013-11,NAYARIT,18,1,1,0,1,0,3,1,5,0,0,1,2,2,3,0,6,1,0,1,0,13,0,0,0,0,0,0,12
2013-11,NUEVO LEON,19,0,9,0,5,0,18,1,19,2,2,1,4,5,30,0,14,10,18,0,0,48,3,26,0,0,1,2,16
2013-11,OAXACA,20,1,3,0,5,1,3,5,5,8,6,0,1,7,27,6,8,0,0,34,0,84,6,24,0,0,1,3,7
2013-11,PUEBLA,21,0,0,0,1,1,0,0,4,7,0,3,1,11,51,0,17,6,0,4,0,36,0,4,0,0,0,6,4
2013-11,QUERTARO,22,1,1,0,0,0,4,0,6,2,0,2,0,12,19,0,5,2,1,0,1,22,0,3,1,0,0,4,5
2013-11,QUINTANA ROO,23,0,0,0,0,0,0,7,7,25,1,1,4,5,20,5,4,11,1,0,0,12,7,2,11,0,1,2,3
2013-11,SAN LUIS POTOSÖ,24,0,8,0,0,0,1,3,3,1,0,1,0,5,47,2,7,1,1,0,1,50,1,2,27,0,4,0,8
2013-11,SINALOA,25,9,6,0,4,0,15,2,2,0,1,2,0,8,53,0,13,7,0,1,0,55,1,13,0,0,3,1,11
2013-11,SONORA,26,2,11,0,1,0,44,27,11,3,0,2,1,4,34,0,24,25,0,0,0,75,5,27,10,0,2,1,9
2013-11,TABASCO,27,0,1,0,0,0,3,0,7,1,0,1,0,4,17,0,23,0,0,0,0,13,6,5,0,0,8,1,2
2013-11,TAMAULIPAS,28,0,0,0,0,0,65,2,13,0,4,0,0,1,98,2,49,35,1,0,0,124,8,0,0,0,3,0,24
2013-11,TLAXCALA,29,0,0,0,0,0,1,0,1,3,1,1,0,1,7,0,1,1,0,1,0,6,1,5,1,0,0,1,5
2013-11,VERACRUZ,30,0,1,0,1,0,0,1,26,4,2,4,0,13,84,6,77,8,0,16,0,28,3,17,4,0,3,1,44
2013-11,YUCATAN,31,0,0,0,0,0,6,0,5,4,0,1,1,11,26,0,6,2,2,2,0,1,4,4,0,0,0,0,5
2013-11,ZACATECAS,32,0,4,0,2,0,2,1,5,0,0,0,4,3,14,1,8,4,0,0,1,15,0,0,0,0,2,0,0
2013-11,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,4,0,0,0,0,0,0,0,0,0,1,0,3
2013-12,AGUASCALIENTES,1,0,1,0,0,0,2,0,1,0,0,0,1,0,3,0,1,1,1,0,0,7,0,1,0,0,2,1,2
2013-12,BAJA CALIFORNIA,2,3,6,0,8,0,26,5,10,2,1,1,9,24,59,3,21,21,1,1,0,109,15,152,7,0,1,13,18
2013-12,BAJA CALIFORNIA SUR,3,0,0,0,2,0,4,0,1,1,0,0,2,2,4,0,3,2,2,0,0,4,0,5,0,0,1,1,0
2013-12,CAMPECHE,4,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,6,3,0,0,0,6,0,0,0,0,1,0,3
2013-12,COAHUILA,5,4,1,0,4,0,0,0,6,1,0,0,3,6,20,0,16,8,0,2,0,35,3,6,1,0,3,0,2
2013-12,COLIMA,6,0,0,0,1,0,3,2,4,2,0,0,0,2,11,0,11,6,9,3,0,19,0,1,0,0,1,1,3
2013-12,CHIAPAS,7,0,5,2,3,0,0,2,7,24,0,0,2,14,20,1,7,7,3,4,0,34,8,8,1,0,1,0,9
2013-12,CHIHUAHUA,8,1,2,0,3,0,27,1,3,5,0,1,3,11,33,1,16,17,10,1,1,50,0,12,2,0,5,2,8
2013-12,DISTRITO FEDERAL,9,0,1,0,0,0,13,17,49,5,3,3,5,152,436,2,126,83,66,0,4,73,2,5,2,0,16,84,43
2013-12,DURANGO,10,1,1,0,0,0,2,0,7,1,0,1,0,4,11,0,9,2,0,0,0,26,0,0,0,0,1,0,3
2013-12,GUANAJUATO,11,1,0,0,2,1,24,2,3,1,0,0,0,5,72,2,13,8,10,2,1,78,0,16,2,0,4,4,9
2013-12,GUERRERO,12,0,0,0,2,0,5,6,4,3,1,0,0,7,10,0,10,2,0,0,0,38,0,0,0,0,10,1,8
2013-12,HIDALGO,13,0,1,0,2,0,0,2,4,6,0,5,0,7,39,0,12,3,0,0,1,27,0,1,0,0,1,0,3
2013-12,JALISCO,14,0,0,0,2,0,37,25,10,1,5,0,0,22,126,0,23,8,13,12,10,133,0,10,2,1,2,26,32
2013-12,MXICO,15,1,0,0,1,1,0,3,8,1,0,46,0,17,143,2,53,18,22,2,0,93,2,3,1,0,8,7,45
2013-12,MICHOACAN,16,1,0,0,0,0,8,6,17,2,3,0,0,7,25,1,35,2,3,0,1,75,0,2,4,0,10,0,10
2013-12,MORELOS,17,1,0,0,1,0,6,1,8,1,0,0,1,6,22,1,9,3,1,1,0,48,0,19,7,0,2,1,21
2013-12,NAYARIT,18,1,0,0,0,0,0,1,3,0,0,4,1,1,3,0,13,0,0,0,0,11,0,0,0,0,0,0,3
2013-12,NUEVO LEON,19,1,5,0,7,0,12,2,14,1,0,0,0,9,40,1,4,12,12,1,1,51,0,9,0,1,2,2,8
2013-12,OAXACA,20,2,0,0,0,0,4,6,9,10,4,0,0,18,43,5,21,1,0,63,0,82,1,6,1,0,4,5,6
2013-12,PUEBLA,21,0,0,0,2,0,1,0,6,2,0,0,1,8,55,2,22,7,1,4,0,35,0,1,2,0,1,2,8
2013-12,QUERTARO,22,0,0,0,0,0,4,0,0,3,0,0,0,3,22,1,6,2,1,1,0,21,0,1,0,0,0,2,1
2013-12,QUINTANA ROO,23,0,0,0,0,0,0,13,3,5,0,0,4,4,29,0,5,3,1,0,0,8,1,1,10,0,1,1,2
2013-12,SAN LUIS POTOSÖ,24,0,1,0,1,0,1,1,1,1,0,0,0,4,18,2,14,2,0,0,1,38,0,0,17,0,2,1,7
2013-12,SINALOA,25,6,4,1,4,0,18,3,9,0,1,0,0,4,50,0,9,6,0,0,0,74,0,11,1,0,2,0,6
2013-12,SONORA,26,3,8,0,1,0,32,18,5,3,0,0,0,5,33,0,16,16,1,2,0,88,5,25,19,0,2,0,7
2013-12,TABASCO,27,0,0,0,0,0,1,0,6,1,1,0,0,2,7,0,15,0,0,0,0,8,3,2,0,0,1,0,1
2013-12,TAMAULIPAS,28,0,0,0,0,0,42,6,5,1,5,0,1,4,116,0,22,47,1,0,0,131,2,0,0,0,2,2,25
2013-12,TLAXCALA,29,0,0,0,0,0,0,0,4,0,0,0,0,1,6,0,5,0,1,1,0,7,1,3,1,0,0,0,5
2013-12,VERACRUZ,30,0,1,0,2,0,0,1,14,3,0,2,1,9,62,1,35,8,1,7,4,47,2,15,7,0,4,0,19
2013-12,YUCATAN,31,0,0,0,0,0,5,0,4,1,0,0,4,2,14,1,5,4,2,2,0,3,1,1,1,0,0,2,2
2013-12,ZACATECAS,32,0,1,0,0,0,1,0,3,0,0,7,0,0,15,6,5,0,0,0,0,16,0,0,0,0,1,0,8
2013-12,EXTRANJERO,33,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2014-01,AGUASCALIENTES,1,0,4,0,0,0,4,1,4,1,0,2,0,6,9,0,2,4,4,1,1,13,0,1,0,0,3,1,6
2014-01,BAJA CALIFORNIA,2,1,0,0,5,0,54,4,9,3,0,4,8,33,129,0,14,35,5,1,0,123,15,233,3,0,3,17,14
2014-01,BAJA CALIFORNIA SUR,3,0,0,0,4,0,7,1,0,1,0,0,0,2,7,0,7,6,1,1,0,11,0,3,0,0,0,1,3
2014-01,CAMPECHE,4,0,0,0,1,0,0,0,1,6,0,0,0,2,4,0,5,2,0,0,0,5,0,0,0,0,0,0,1
2014-01,COAHUILA,5,0,1,0,2,0,5,0,10,1,1,1,3,2,22,0,18,18,0,1,0,26,0,5,4,0,0,1,11
2014-01,COLIMA,6,0,0,0,2,0,2,2,1,7,0,2,0,2,6,0,10,0,3,1,0,25,0,2,0,0,3,0,4
2014-01,CHIAPAS,7,1,6,3,9,0,2,2,21,19,0,1,0,16,19,0,14,17,5,1,0,24,23,13,0,0,1,1,9
2014-01,CHIHUAHUA,8,2,3,0,2,0,16,2,8,3,0,8,1,23,22,0,19,28,0,1,0,60,4,11,3,0,3,2,6
2014-01,DISTRITO FEDERAL,9,1,0,0,6,0,10,25,63,2,2,5,9,176,352,1,114,51,43,3,6,71,0,13,4,0,14,80,48
2014-01,DURANGO,10,2,0,0,0,0,2,3,3,2,1,3,0,2,15,1,8,7,0,3,0,28,0,0,0,0,0,4,5
2014-01,GUANAJUATO,11,0,0,0,1,0,43,1,1,0,0,4,0,14,99,5,24,4,1,6,2,70,0,13,1,0,3,9,9
2014-01,GUERRERO,12,3,2,0,5,0,6,7,6,2,2,1,0,5,7,3,8,1,0,0,0,51,0,0,0,0,1,1,4
2014-01,HIDALGO,13,0,0,0,2,0,2,0,2,0,0,19,1,5,48,0,15,2,0,2,0,31,1,3,1,0,4,0,3
2014-01,JALISCO,14,0,1,0,8,0,76,15,14,5,6,6,2,23,117,21,19,14,15,6,9,126,0,4,1,0,1,55,48
2014-01,MXICO,15,0,2,0,5,0,3,2,8,1,0,122,2,17,158,1,77,13,8,3,0,99,2,4,3,0,13,5,43
2014-01,MICHOACAN,16,6,2,0,1,0,38,11,22,4,2,81,0,10,32,3,34,11,0,9,1,113,1,6,7,0,10,1,6
2014-01,MORELOS,17,0,0,0,0,0,5,0,6,1,0,1,0,5,14,0,9,1,2,7,0,34,0,9,1,0,3,1,22
2014-01,NAYARIT,18,1,0,1,0,0,1,3,3,5,0,2,1,1,6,3,10,2,0,0,0,7,0,2,0,0,0,1,7
2014-01,NUEVO LEON,19,0,3,0,0,0,10,2,38,2,0,3,1,10,27,0,9,5,12,0,0,48,2,11,1,0,1,1,19
2014-01,OAXACA,20,0,3,0,6,0,0,6,17,16,3,9,3,6,26,9,9,8,1,37,0,87,3,19,2,0,2,3,14
2014-01,PUEBLA,21,0,0,0,0,0,1,2,6,6,0,5,2,4,53,1,13,1,0,2,0,34,1,3,1,0,1,2,5
2014-01,QUERTARO,22,0,4,0,0,0,3,1,3,2,0,2,0,8,38,0,6,6,2,0,1,29,0,7,0,0,0,3,4
2014-01,QUINTANA ROO,23,0,0,0,0,0,0,6,2,7,0,5,4,9,42,0,6,4,7,0,0,8,2,2,9,1,1,1,4
2014-01,SAN LUIS POTOSÖ,24,0,3,0,0,0,0,0,14,0,0,0,0,3,22,0,14,4,4,0,1,31,1,0,12,0,0,0,3
2014-01,SINALOA,25,2,5,0,8,0,17,5,6,2,0,3,0,8,65,1,16,6,0,0,0,72,0,14,0,0,1,1,11
2014-01,SONORA,26,7,9,0,3,1,36,18,11,0,1,2,0,4,33,0,25,12,0,0,0,67,3,34,11,0,0,2,8
2014-01,TABASCO,27,0,0,0,0,0,1,0,4,2,0,0,0,6,17,0,21,0,0,0,0,8,6,2,1,0,0,0,6
2014-01,TAMAULIPAS,28,0,0,0,0,0,16,1,17,0,3,0,0,1,130,1,23,18,0,0,0,117,4,0,0,0,2,1,39
2014-01,TLAXCALA,29,0,0,0,0,0,0,0,7,1,0,0,0,7,10,0,3,0,0,1,0,3,1,8,5,0,0,0,4
2014-01,VERACRUZ,30,0,3,1,3,0,1,3,48,5,0,13,3,9,175,15,52,2,0,7,0,33,2,28,3,0,0,2,36
2014-01,YUCATAN,31,0,0,0,0,0,1,0,5,3,0,0,1,3,18,1,4,1,0,3,0,4,2,18,2,0,0,1,3
2014-01,ZACATECAS,32,0,1,0,1,0,5,2,2,0,2,0,0,1,14,0,5,3,0,0,0,13,0,0,1,0,0,0,6
2014-01,EXTRANJERO,33,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
