Fecha,Delegaci¢n,Clave INEGI AGEE,Delitos contra la salud_ Producci¢n,Delitos contra la salud_Transporte,Delitos contra la salud_Tr†fico,Delitos contra la salud_Comercio,Delitos contra la salud_Suministro,Delitos contra la salud_Posesi¢n,Delitos contra la salud_Otros,Delitos diversos_Instituciones de banca y crÇdito,Delitos diversos_Fiscales,Delitos diversos_Patrimoniales,Delitos diversos_Ambientales,Delitos diversos_Propiedad intelectual e industrial,Delitos diversos_Servidor p£blico,Delitos diversos_LFAFyE,Delitos diversos_Ley general de poblaci¢n,Delitos diversos_Ataques a las v°as generales de comunicaci¢n,Delitos diversos_Contra la integrida corporal,Delitos diversos_Otras leyes especiales,Delitos diversos_LFCDO,Delitos diversos_Delitos electorales,Delitos diversos_Otros
2007-08,HIDALGO,13,0,0,0,26,0,18,1,1,3,8,4,2,2,32,0,3,0,7,0,3,13
2007-08,JALISCO,14,1,1,1,130,0,"1,455",91,38,9,70,7,10,15,77,0,10,1,39,0,2,63
2007-08,MêXICO,15,0,0,0,8,0,98,1,1,9,55,0,5,3,45,0,5,5,14,6,3,57
2007-08,MICHOACµN,16,0,1,0,10,0,198,2,1,2,15,6,9,0,49,0,13,2,9,4,1,33
2007-08,MORELOS,17,0,1,4,30,0,65,1,0,3,7,2,1,2,19,1,2,0,2,0,0,20
2007-08,NAYARIT,18,0,6,0,52,0,42,16,0,3,12,14,1,1,12,0,2,0,3,3,0,14
2007-08,NUEVO LE‡N,19,0,0,0,0,0,270,0,4,5,34,4,0,5,17,3,1,0,2,0,0,19
2007-08,OAXACA,20,0,3,0,16,3,29,1,4,0,9,4,0,6,40,3,5,0,3,3,5,25
2007-08,PUEBLA,21,0,0,0,19,0,40,1,2,5,11,5,6,4,18,0,3,1,2,2,3,45
2007-08,QUERêTARO,22,0,0,0,20,0,25,3,1,3,16,1,0,3,22,1,0,0,1,0,0,9
2007-08,QUINTANA ROO,23,0,0,0,1,0,102,0,0,4,30,1,2,5,13,5,2,1,3,0,2,26
2007-08,SAN LUIS POTOS÷,24,0,0,1,9,0,48,1,0,6,15,1,0,0,21,0,0,1,2,0,0,11
2007-08,SINALOA,25,2,6,0,63,1,283,1,1,7,33,27,17,7,81,2,6,1,3,3,0,15
2007-08,SONORA,26,0,6,0,42,0,405,7,2,33,39,6,1,1,58,8,5,2,2,4,0,36
2007-08,TABASCO,27,0,0,1,6,0,19,1,0,4,9,1,0,2,10,10,5,0,1,1,0,17
2007-08,TAMAULIPAS,28,0,6,1,8,0,91,0,1,27,51,1,0,3,47,6,2,2,8,6,1,39
2007-08,TLAXCALA,29,0,0,0,0,0,6,0,0,0,2,1,0,1,8,1,1,0,0,0,0,5
2007-08,VERACRUZ,30,0,2,2,20,0,52,0,4,15,60,12,11,11,37,10,10,0,8,1,4,42
2007-08,YUCATµN,31,0,0,0,4,0,50,0,1,3,8,1,1,2,2,0,4,0,1,0,0,4
2007-08,ZACATECAS,32,0,0,0,8,0,29,2,0,3,3,4,0,0,11,1,2,0,4,0,1,4
2007-09,AGUASCALIENTES,01,0,0,0,0,0,51,0,2,0,0,1,0,2,7,0,0,0,1,0,1,12
2007-09,BAJA CALIFORNIA,02,0,0,0,3,0,678,2,1,20,118,3,0,6,74,35,6,1,10,6,0,66
2007-09,BAJA CALIFORNIA SUR,03,0,2,0,5,0,129,0,0,1,9,2,0,5,5,0,5,0,1,1,0,19
2007-09,CAMPECHE,04,0,0,0,7,0,15,0,0,1,8,1,0,1,5,2,0,0,0,2,0,4
2007-09,COAHUILA,05,0,0,0,5,0,63,1,0,6,20,0,0,3,25,2,4,0,3,1,0,15
2007-09,COLIMA,06,0,0,0,8,2,85,14,0,1,9,3,6,1,12,0,1,0,0,0,0,4
2007-09,CHIAPAS,07,0,0,0,26,1,45,1,1,9,26,10,1,2,32,28,3,0,4,0,1,29
2007-09,CHIHUAHUA,08,1,4,0,3,1,148,1,7,14,18,1,3,5,34,3,2,1,6,0,1,31
2007-09,DISTRITO FEDERAL,09,0,0,0,0,0,455,0,130,20,393,2,8,61,141,3,14,2,25,23,78,242
2007-09,DURANGO,10,0,2,0,3,1,56,2,0,5,10,3,0,3,16,2,2,0,1,0,1,15
2007-09,GUANAJUATO,11,1,0,0,19,1,763,7,29,4,12,3,2,0,52,1,2,0,6,0,0,39
2007-09,GUERRERO,12,0,1,0,22,1,61,17,1,3,10,19,2,2,48,1,8,0,7,1,0,19
2007-09,HIDALGO,13,1,0,0,25,1,11,1,5,1,21,4,1,1,21,3,6,0,5,1,0,12
2007-09,JALISCO,14,1,0,2,94,0,"1,255",100,81,15,80,7,17,11,91,1,19,0,62,1,0,77
2007-09,MêXICO,15,0,0,0,18,0,148,1,2,4,87,2,3,1,65,0,22,0,7,6,2,71
2007-09,MICHOACµN,16,1,0,0,18,0,217,2,3,2,15,11,6,2,60,0,7,1,1,1,0,44
2007-09,MORELOS,17,0,0,3,9,0,78,1,5,2,7,6,0,2,26,1,2,1,5,0,1,9
2007-09,NAYARIT,18,0,2,0,97,3,61,6,0,1,7,13,3,3,18,1,3,2,1,0,0,14
2007-09,NUEVO LE‡N,19,0,0,0,0,0,266,0,1,2,35,2,7,6,32,3,0,2,7,2,0,13
2007-09,OAXACA,20,0,4,0,9,0,27,1,0,0,13,7,1,11,36,5,5,4,2,1,0,21
2007-09,PUEBLA,21,0,0,0,14,0,60,1,8,2,12,4,2,3,27,4,8,0,6,1,3,26
2007-09,QUERêTARO,22,0,0,0,11,0,29,0,1,1,5,0,0,1,21,1,0,0,2,1,0,12
2007-09,QUINTANA ROO,23,0,0,0,2,0,76,0,0,1,27,1,0,4,5,1,4,0,2,0,2,19
2007-09,SAN LUIS POTOS÷,24,1,1,0,4,1,54,0,4,9,27,2,1,1,37,0,4,0,0,2,0,9
2007-09,SINALOA,25,0,3,0,58,0,236,3,4,5,17,31,3,10,60,2,4,4,6,2,1,24
2007-09,SONORA,26,0,5,0,27,1,337,5,1,39,37,3,3,8,49,4,10,0,1,4,0,23
2007-09,TABASCO,27,0,0,0,8,0,21,0,0,1,14,3,0,2,3,6,1,0,0,2,0,6
2007-09,TAMAULIPAS,28,0,5,0,12,0,97,0,0,9,30,34,0,6,52,3,1,0,4,6,1,33
2007-09,TLAXCALA,29,0,0,0,3,0,8,1,0,2,10,0,0,2,5,0,1,0,2,0,0,8
2007-09,VERACRUZ,30,0,2,0,16,0,57,2,4,10,58,3,8,23,43,10,3,0,1,3,10,37
2007-09,YUCATµN,31,0,0,0,0,0,47,0,0,0,3,1,1,3,2,0,1,0,5,1,0,5
2007-09,ZACATECAS,32,0,0,1,5,0,23,4,0,2,6,1,2,0,14,1,2,1,0,1,0,8
2007-10,AGUASCALIENTES,01,0,0,0,0,0,40,0,0,0,3,9,3,2,10,0,0,0,1,1,1,10
2007-10,BAJA CALIFORNIA,02,0,0,0,6,0,639,1,1,22,95,0,0,1,78,32,2,2,3,4,0,51
2007-10,BAJA CALIFORNIA SUR,03,0,0,0,5,0,97,0,3,5,16,0,0,2,10,0,0,0,0,0,0,22
2007-10,CAMPECHE,04,0,0,0,4,0,35,0,0,1,18,7,0,0,4,1,0,1,0,2,1,12
2007-10,COAHUILA,05,0,0,0,0,0,43,0,1,5,14,0,0,6,16,1,1,0,2,1,0,19
2007-10,COLIMA,06,0,2,0,11,2,84,13,0,3,8,3,0,1,10,1,0,0,2,1,0,11
2007-10,CHIAPAS,07,1,1,0,27,1,30,1,0,14,25,8,1,8,24,28,1,0,0,1,2,8
2007-10,CHIHUAHUA,08,0,5,0,1,0,179,5,8,10,18,0,4,3,39,5,8,1,3,0,1,40
2007-10,DISTRITO FEDERAL,09,0,0,0,0,0,873,2,202,24,326,5,16,53,106,2,4,6,81,12,22,308
2007-10,DURANGO,10,0,1,0,7,1,40,2,0,4,7,2,0,2,23,2,4,0,1,2,1,8
2007-10,GUANAJUATO,11,0,0,0,13,1,774,10,32,3,32,0,3,1,89,5,6,1,13,1,0,62
2007-10,GUERRERO,12,0,3,0,42,0,45,6,2,8,16,10,3,2,53,0,12,0,2,1,0,17
2007-10,HIDALGO,13,0,0,0,50,0,17,0,1,3,8,0,1,7,14,2,9,0,1,0,0,53
2007-10,JALISCO,14,0,0,0,43,1,"1,118",341,60,9,78,9,5,12,90,0,9,2,72,2,2,71
2007-10,MêXICO,15,0,0,0,11,0,149,9,3,6,35,2,5,14,56,1,4,2,8,8,3,63
2007-10,MICHOACµN,16,0,0,3,29,1,165,0,1,1,13,13,1,0,55,0,6,0,5,2,6,32
2007-10,MORELOS,17,0,0,0,14,0,75,1,1,1,6,5,3,3,20,0,12,0,6,0,2,25
2007-10,NAYARIT,18,1,2,0,123,1,76,10,0,3,10,7,3,2,29,0,1,0,9,0,0,10
2007-10,NUEVO LE‡N,19,0,0,0,0,0,295,0,10,5,12,0,7,1,25,1,2,0,3,1,1,15
2007-10,OAXACA,20,0,8,1,15,0,17,3,3,0,5,3,1,3,61,3,2,2,2,5,4,19
2007-10,PUEBLA,21,0,0,0,12,1,37,0,4,4,18,2,0,1,32,3,4,1,6,0,1,22
2007-10,QUERêTARO,22,0,0,0,16,1,29,1,3,3,4,1,0,9,28,1,0,0,0,0,0,15
2007-10,QUINTANA ROO,23,1,0,0,5,1,69,0,2,1,22,6,0,5,12,4,1,1,1,0,2,20
2007-10,SAN LUIS POTOS÷,24,0,0,0,8,0,44,2,3,10,17,1,1,1,36,0,2,1,2,0,1,13
2007-10,SINALOA,25,0,1,0,62,0,184,3,1,5,17,15,5,7,62,3,3,2,2,0,4,27
2007-10,SONORA,26,1,4,1,27,1,434,9,0,53,46,1,2,5,62,7,6,0,4,8,1,37
2007-10,TABASCO,27,0,0,0,2,0,23,0,0,3,11,2,3,1,5,6,0,0,0,1,0,9
2007-10,TAMAULIPAS,28,0,3,0,9,0,78,0,4,5,23,0,0,7,63,7,5,0,2,4,4,45
2007-10,TLAXCALA,29,0,0,0,0,0,4,0,4,1,7,1,0,2,4,0,1,0,1,0,0,13
2007-10,VERACRUZ,30,0,0,0,17,1,63,0,3,4,57,11,5,25,47,7,6,1,8,2,3,40
2007-10,YUCATµN,31,0,0,0,1,0,47,0,1,0,11,1,0,0,9,0,1,1,2,0,0,3
2007-10,ZACATECAS,32,0,1,0,3,0,26,2,0,0,5,0,0,1,21,0,3,0,0,1,2,12
2007-11,AGUASCALIENTES,01,0,0,0,0,0,54,0,1,0,1,0,1,6,6,0,0,0,1,0,1,17
2007-11,BAJA CALIFORNIA,02,0,0,0,1,0,559,0,1,14,112,1,0,1,72,18,1,0,0,5,0,47
2007-11,BAJA CALIFORNIA SUR,03,0,0,0,3,1,82,0,2,4,22,0,0,0,7,0,3,0,1,0,0,21
2007-11,CAMPECHE,04,0,1,0,1,0,28,0,1,3,9,2,0,1,6,0,2,0,1,0,0,3
2007-11,COAHUILA,05,0,0,0,2,0,49,0,1,5,7,0,0,0,15,0,8,1,3,1,1,30
2007-11,COLIMA,06,0,0,0,2,0,64,3,0,1,8,0,3,1,4,0,2,0,1,0,0,3
2007-11,CHIAPAS,07,0,0,1,26,2,36,0,4,8,29,11,0,3,24,34,3,0,5,0,0,14
2007-11,CHIHUAHUA,08,0,1,0,0,0,139,0,4,9,17,0,3,3,34,3,1,0,0,0,0,37
2007-11,DISTRITO FEDERAL,09,0,0,0,0,0,694,0,259,33,434,3,12,55,98,3,13,1,68,16,15,239
2007-11,DURANGO,10,1,4,10,6,0,43,0,0,3,6,1,1,6,21,1,5,0,2,0,0,11
2007-11,GUANAJUATO,11,0,0,0,2,0,719,2,9,5,19,1,3,4,68,0,9,0,9,0,0,32
2007-11,GUERRERO,12,4,0,0,22,0,55,12,1,3,15,5,1,2,55,0,14,0,2,5,0,19
2007-11,HIDALGO,13,0,0,0,50,0,21,1,0,1,40,2,4,1,19,3,5,0,3,0,0,24
2007-11,JALISCO,14,0,0,0,63,0,"1,182",145,26,4,57,2,8,1,65,0,8,3,13,1,0,63
2007-11,MêXICO,15,0,1,0,8,1,93,4,3,5,61,0,4,3,47,0,3,3,22,4,3,70
2007-11,MICHOACµN,16,0,1,3,74,0,88,6,1,1,12,10,2,3,49,0,5,0,2,2,13,40
2007-11,MORELOS,17,0,0,1,20,0,63,0,0,0,7,3,1,2,19,2,3,0,11,0,0,7
2007-11,NAYARIT,18,2,2,0,107,0,55,0,0,4,5,9,0,1,14,0,6,0,1,1,0,7
2007-11,NUEVO LE‡N,19,0,0,0,0,0,237,0,4,0,11,0,5,2,19,0,0,1,3,1,1,4
2007-11,OAXACA,20,0,6,0,3,0,21,3,3,0,14,2,2,2,57,5,3,0,5,1,0,18
2007-11,PUEBLA,21,0,0,0,14,2,24,0,4,9,22,5,0,3,26,3,8,1,10,0,8,30
2007-11,QUERêTARO,22,0,0,0,16,0,32,0,0,1,6,0,0,3,23,0,1,1,5,0,1,6
2007-11,QUINTANA ROO,23,0,0,0,2,0,94,1,0,3,19,8,4,6,8,0,0,0,2,2,1,23
2007-11,SAN LUIS POTOS÷,24,0,1,0,4,0,44,0,0,4,15,1,1,4,28,2,1,1,1,0,0,5
2007-11,SINALOA,25,0,3,0,45,0,206,2,2,5,25,8,4,3,45,1,5,7,1,0,0,16
2007-11,SONORA,26,0,4,1,20,0,367,7,0,29,39,0,1,14,54,6,4,1,1,3,0,39
2007-11,TABASCO,27,0,0,0,8,0,4,0,0,0,4,3,1,2,4,7,0,0,0,1,0,9
2007-11,TAMAULIPAS,28,0,1,0,12,0,71,0,1,15,15,0,0,4,47,2,1,2,6,3,8,56
2007-11,TLAXCALA,29,0,0,0,2,1,8,1,0,3,2,0,5,0,4,0,4,0,1,0,0,6
2007-11,VERACRUZ,30,0,1,1,25,0,57,0,2,3,77,14,2,11,38,4,4,0,6,1,3,29
2007-11,YUCATµN,31,0,0,0,2,0,48,0,0,0,4,0,3,3,7,1,2,0,1,3,3,4
2007-11,ZACATECAS,32,1,3,0,0,2,19,1,0,1,4,0,0,2,22,0,1,0,0,1,0,5
2007-12,AGUASCALIENTES,01,0,0,0,0,0,23,0,0,0,0,0,0,2,5,0,0,0,1,0,2,15
2007-12,BAJA CALIFORNIA,02,0,0,0,2,0,750,0,8,23,59,2,4,2,108,30,1,2,4,1,1,41
2007-12,BAJA CALIFORNIA SUR,03,0,1,0,3,0,62,0,0,1,9,3,1,6,9,0,1,0,1,0,0,21
2007-12,CAMPECHE,04,0,4,0,5,0,22,0,0,0,5,4,0,0,7,0,0,0,0,1,0,6
2007-12,COAHUILA,05,0,0,0,0,0,45,0,3,4,2,1,0,0,11,0,0,0,6,2,0,38
2007-12,COLIMA,06,1,0,0,10,0,45,1,0,0,3,0,0,1,5,0,0,0,0,0,0,4
2007-12,CHIAPAS,07,0,0,1,21,3,33,2,0,7,14,14,0,1,30,8,1,0,2,0,0,8
2007-12,CHIHUAHUA,08,0,0,0,4,0,80,2,1,4,11,0,1,4,22,6,0,0,0,0,1,15
2007-12,DISTRITO FEDERAL,09,0,0,0,4,1,572,1,158,23,291,5,9,40,133,3,7,7,38,14,4,187
2007-12,DURANGO,10,0,6,0,17,2,42,3,0,3,3,0,1,2,21,1,1,0,1,0,0,16
2007-12,GUANAJUATO,11,0,0,0,4,0,239,1,6,5,52,1,4,6,74,0,4,0,9,0,0,21
2007-12,GUERRERO,12,0,2,0,33,1,30,8,1,10,13,9,1,2,46,0,8,0,1,1,0,20
2007-12,HIDALGO,13,0,0,0,19,0,11,0,1,0,12,3,1,2,23,0,11,0,14,0,1,9
2007-12,JALISCO,14,0,2,0,40,0,799,66,20,5,40,1,8,8,39,0,2,2,1,5,2,30
2007-12,MêXICO,15,0,0,1,3,0,37,6,4,11,35,4,1,2,30,2,0,0,5,1,0,66
2007-12,MICHOACµN,16,1,1,0,13,0,164,6,3,4,7,5,0,1,87,1,9,0,1,6,1,31
2007-12,MORELOS,17,0,0,1,20,0,98,0,0,0,3,1,0,0,25,0,4,0,1,0,0,11
2007-12,NAYARIT,18,0,4,0,80,0,30,1,0,0,1,0,0,1,9,0,3,0,0,0,0,12
2007-12,NUEVO LE‡N,19,0,0,0,0,0,276,0,5,5,12,2,3,0,22,0,4,0,9,0,1,9
2007-12,OAXACA,20,1,1,0,15,0,15,0,2,1,9,1,1,8,50,4,6,0,0,5,0,21
2007-12,PUEBLA,21,0,0,0,23,0,35,0,1,3,12,0,6,2,26,1,8,0,2,0,1,22
2007-12,QUERêTARO,22,0,0,0,4,1,13,0,0,3,4,0,0,2,25,0,1,0,0,6,1,14
2007-12,QUINTANA ROO,23,0,0,0,12,0,72,0,1,3,13,1,0,1,8,1,0,0,0,1,2,18
2007-12,SAN LUIS POTOS÷,24,0,3,0,3,0,30,0,0,5,13,1,0,0,52,0,4,1,4,0,0,15
2007-12,SINALOA,25,0,5,0,43,0,154,5,3,7,25,2,4,4,61,0,3,0,2,1,0,18
2007-12,SONORA,26,0,7,1,7,0,265,2,0,22,27,0,0,4,52,2,5,0,1,0,0,21
2007-12,TABASCO,27,0,0,0,3,0,8,0,0,0,8,0,0,20,7,3,3,0,0,0,0,5
2007-12,TAMAULIPAS,28,0,3,0,4,0,72,0,1,14,31,0,0,5,39,0,5,0,4,7,0,26
2007-12,TLAXCALA,29,0,0,0,1,0,5,0,2,3,5,0,0,1,6,1,6,0,4,0,0,10
2007-12,VERACRUZ,30,0,0,1,7,0,48,2,0,5,32,6,0,4,38,4,6,1,1,1,1,8
2007-12,YUCATµN,31,0,0,0,0,0,33,0,1,3,2,3,1,0,2,1,0,0,1,1,0,5
2007-12,ZACATECAS,32,0,0,0,1,0,16,2,0,0,3,0,0,0,18,0,2,0,2,0,1,3
2008-01,AGUASCALIENTES,01,0,0,0,0,0,45,0,0,0,4,0,2,5,6,0,0,0,0,0,0,14
2008-01,BAJA CALIFORNIA,02,0,0,0,2,0,799,17,3,22,123,1,0,1,108,25,4,1,1,3,0,52
2008-01,BAJA CALIFORNIA SUR,03,0,0,0,0,0,65,18,0,0,17,4,0,1,5,0,0,0,3,0,0,11
2008-01,CAMPECHE,04,0,0,0,3,0,11,6,0,1,10,3,0,2,4,3,1,0,3,2,0,4
2008-01,COAHUILA,05,0,0,0,0,0,4,38,1,3,6,0,0,1,17,0,1,0,2,4,0,37
2008-01,COLIMA,06,0,0,0,16,6,75,4,1,1,3,1,0,2,5,0,0,0,2,1,0,7
2008-01,CHIAPAS,07,0,0,0,39,0,40,8,0,7,23,4,1,5,30,18,2,0,2,2,2,6
2008-01,CHIHUAHUA,08,0,1,0,3,0,90,27,1,4,22,4,2,2,36,1,9,1,4,1,0,41
2008-01,DISTRITO FEDERAL,09,0,0,1,0,1,141,477,195,34,453,12,16,44,135,1,10,9,70,13,19,277
2008-01,DURANGO,10,0,5,0,40,0,25,18,1,3,5,2,0,1,22,0,3,0,2,1,0,15
2008-01,GUANAJUATO,11,0,0,0,9,0,118,541,9,2,16,1,1,1,79,2,6,0,9,0,0,28
2008-01,GUERRERO,12,2,4,0,29,1,57,10,5,0,11,6,0,4,69,0,5,0,2,0,0,16
2008-01,HIDALGO,13,0,0,0,46,0,11,12,1,2,28,4,1,3,17,3,3,0,5,0,0,21
2008-01,JALISCO,14,2,2,0,83,1,"1,229",71,6,6,52,6,9,5,112,0,2,1,13,0,4,42
2008-01,MêXICO,15,0,0,1,19,0,75,24,7,23,62,0,9,6,58,2,7,3,12,9,2,117
2008-01,MICHOACµN,16,5,1,0,12,0,64,131,0,0,14,2,7,1,58,0,4,1,2,4,4,40
2008-01,MORELOS,17,0,0,0,3,0,81,5,1,2,8,3,1,1,22,0,1,0,11,1,0,14
2008-01,NAYARIT,18,0,2,0,91,0,90,15,2,2,5,4,2,1,17,0,4,0,0,0,0,10
2008-01,NUEVO LE‡N,19,0,0,0,1,0,267,0,5,6,14,0,6,0,25,1,0,1,2,2,0,8
2008-01,OAXACA,20,0,7,0,4,1,13,16,1,3,6,0,0,2,45,1,3,0,4,5,0,14
2008-01,PUEBLA,21,0,0,0,17,2,17,2,11,4,14,2,1,1,34,1,7,0,4,2,1,28
2008-01,QUERêTARO,22,0,1,0,25,0,16,1,1,0,7,1,0,2,39,1,2,1,2,1,1,6
2008-01,QUINTANA ROO,23,0,0,0,2,0,58,5,1,4,33,11,5,10,18,1,0,0,3,2,5,38
2008-01,SAN LUIS POTOS÷,24,0,3,0,4,0,33,2,1,4,9,1,0,0,25,0,0,0,2,2,1,9
2008-01,SINALOA,25,1,9,0,56,0,266,27,6,2,36,5,1,3,104,0,1,0,3,3,0,22
2008-01,SONORA,26,1,5,0,11,1,254,31,0,27,42,3,2,1,58,11,5,0,3,0,1,34
2008-01,TABASCO,27,0,0,0,6,0,14,0,0,2,19,4,0,4,6,12,0,1,0,1,0,7
2008-01,TAMAULIPAS,28,0,1,0,6,0,103,1,2,10,47,0,0,5,80,4,3,0,3,10,0,64
2008-01,TLAXCALA,29,0,0,0,0,0,6,2,0,0,1,1,2,3,4,1,4,0,2,0,0,5
2008-01,VERACRUZ,30,0,0,1,15,1,60,14,2,10,88,11,7,15,52,3,7,1,8,2,1,47
2008-01,YUCATµN,31,0,0,0,1,0,23,11,0,1,4,2,4,8,9,0,1,0,2,0,0,4
2008-01,ZACATECAS,32,0,0,0,12,0,17,3,0,2,4,0,0,0,15,0,1,0,1,1,1,5
2008-02,AGUASCALIENTES,01,0,0,0,0,0,38,0,3,0,0,0,3,0,7,0,0,0,0,0,1,20
2008-02,BAJA CALIFORNIA,02,0,0,0,6,0,"1,082",32,1,13,106,0,0,3,100,32,6,1,4,1,1,81
2008-02,BAJA CALIFORNIA SUR,03,0,0,0,1,0,64,11,0,1,16,3,0,4,7,0,0,0,3,0,0,18
2008-02,CAMPECHE,04,0,2,0,1,0,11,10,0,0,8,6,0,2,14,5,0,0,2,1,0,3
2008-02,COAHUILA,05,0,0,0,2,1,14,48,3,3,12,0,0,3,23,0,2,3,3,0,0,20
2008-02,COLIMA,06,0,0,0,10,0,89,1,0,1,4,1,1,0,9,1,0,0,1,0,0,3
2008-02,CHIAPAS,07,0,0,0,25,1,24,10,0,14,31,14,0,5,33,17,2,1,4,0,1,17
2008-02,CHIHUAHUA,08,1,5,0,3,0,76,26,1,7,24,3,0,7,45,1,5,0,0,2,0,55
2008-02,DISTRITO FEDERAL,09,0,0,0,4,0,219,414,232,17,641,10,21,97,151,8,7,8,72,21,30,349
2008-02,DURANGO,10,0,7,1,30,1,16,14,1,2,7,1,3,1,43,0,0,0,0,0,0,20
2008-02,GUANAJUATO,11,1,0,0,19,4,158,644,13,3,17,0,2,2,74,5,11,0,9,1,1,45
2008-02,GUERRERO,12,0,4,0,33,0,65,5,1,0,8,8,3,3,50,0,5,1,3,2,0,12
2008-02,HIDALGO,13,0,0,0,10,0,3,7,1,2,41,4,2,0,27,2,3,2,3,0,4,25
2008-02,JALISCO,14,2,0,1,81,1,"1,241",83,3,6,60,18,14,3,110,1,15,2,11,0,3,58
2008-02,MêXICO,15,0,0,0,19,0,72,25,0,10,127,5,6,4,55,1,11,0,7,5,1,110
2008-02,MICHOACµN,16,0,0,0,16,0,72,123,0,6,8,13,4,4,73,0,7,0,6,2,0,33
2008-02,MORELOS,17,0,0,0,2,0,83,2,0,0,7,2,2,1,25,0,4,1,3,0,0,17
2008-02,NAYARIT,18,0,3,0,104,0,63,9,0,3,9,7,0,3,27,0,3,0,1,0,0,14
2008-02,NUEVO LE‡N,19,0,0,0,0,0,244,0,1,6,14,3,6,4,32,0,2,2,2,0,0,7
2008-02,OAXACA,20,0,3,0,2,2,27,2,0,2,15,5,0,3,67,2,1,1,0,1,0,20
2008-02,PUEBLA,21,0,0,0,6,0,28,3,2,0,15,1,3,0,43,3,3,0,4,0,0,17
2008-02,QUERêTARO,22,3,0,0,6,1,21,0,1,3,10,1,2,1,36,0,8,0,1,0,1,13
2008-02,QUINTANA ROO,23,0,0,1,2,0,78,1,0,2,25,1,0,2,5,0,0,0,0,0,3,19
2008-02,SAN LUIS POTOS÷,24,0,4,0,6,1,31,1,3,6,16,3,0,3,25,1,3,1,2,0,0,11
2008-02,SINALOA,25,5,6,0,52,0,231,33,3,8,22,5,0,3,83,3,4,0,4,3,0,41
2008-02,SONORA,26,1,10,0,23,2,300,45,0,37,40,5,1,3,51,18,4,0,2,5,1,37
2008-02,TABASCO,27,0,0,0,10,0,13,1,0,0,8,1,0,2,5,13,0,0,2,0,0,24
2008-02,TAMAULIPAS,28,1,1,0,3,0,117,2,0,9,52,1,0,14,83,4,4,1,2,8,0,46
2008-02,TLAXCALA,29,0,0,0,1,0,14,1,0,0,6,1,0,7,6,0,1,0,3,0,0,13
2008-02,VERACRUZ,30,0,0,0,12,2,54,15,1,10,76,20,5,13,43,3,6,2,12,5,2,50
2008-02,YUCATµN,31,0,0,0,2,0,18,8,0,0,1,0,5,5,6,0,1,0,1,1,1,9
2008-02,ZACATECAS,32,0,0,0,7,0,16,5,0,0,1,0,0,1,16,0,0,0,1,1,0,6
2008-03,AGUASCALIENTES,01,0,0,0,0,0,41,0,4,1,1,0,1,4,10,0,0,0,2,0,2,13
2008-03,BAJA CALIFORNIA,02,1,0,0,10,0,909,27,4,8,142,1,1,6,145,33,3,3,1,7,1,69
2008-03,BAJA CALIFORNIA SUR,03,0,0,0,9,0,79,5,1,0,22,1,0,4,6,0,0,0,0,0,0,24
2008-03,CAMPECHE,04,0,1,0,5,0,13,0,0,2,9,4,0,1,12,3,2,1,0,2,0,8
2008-03,COAHUILA,05,0,0,0,1,0,10,57,2,1,7,0,0,1,19,0,3,0,1,2,0,20
2008-03,COLIMA,06,0,0,0,6,0,90,5,1,1,3,0,0,0,7,0,2,0,0,2,0,2
2008-03,CHIAPAS,07,0,0,0,36,0,24,11,2,7,20,17,1,3,26,13,2,0,2,1,3,18
2008-03,CHIHUAHUA,08,1,2,0,6,0,66,31,1,5,19,4,2,4,66,2,6,0,13,1,0,39
2008-03,DISTRITO FEDERAL,09,0,1,0,4,0,263,457,128,25,464,13,16,47,127,3,6,5,57,23,17,244
2008-03,DURANGO,10,1,9,1,34,0,39,19,0,5,14,1,2,6,27,0,2,2,20,1,0,30
2008-03,GUANAJUATO,11,0,0,0,12,0,141,851,8,4,20,2,0,12,71,2,12,0,84,4,2,41
2008-03,GUERRERO,12,0,1,0,44,0,62,5,3,0,9,12,1,5,69,0,4,1,0,4,1,8
2008-03,HIDALGO,13,0,0,0,27,0,10,5,1,2,51,2,1,0,26,2,5,0,19,1,0,34
2008-03,JALISCO,14,2,2,1,89,1,"1,395",98,2,7,67,8,2,13,115,0,8,1,9,1,1,40
2008-03,MêXICO,15,1,0,0,16,2,135,21,14,7,147,2,5,7,72,1,6,1,16,7,0,95
2008-03,MICHOACµN,16,0,0,0,24,0,27,130,0,2,13,10,1,2,62,0,7,2,0,0,1,37
2008-03,MORELOS,17,0,2,0,25,0,86,2,1,0,9,7,2,2,30,1,1,0,3,1,2,9
2008-03,NAYARIT,18,0,5,0,71,0,56,13,0,4,5,6,4,2,14,0,5,0,0,0,0,19
2008-03,NUEVO LE‡N,19,0,0,0,1,0,265,0,8,3,11,1,8,4,33,0,3,0,1,1,0,13
2008-03,OAXACA,20,0,0,0,3,1,14,11,7,1,5,4,0,2,42,4,3,2,0,6,2,23
2008-03,PUEBLA,21,0,0,0,7,0,59,8,10,3,11,3,9,0,36,4,8,0,6,1,1,20
2008-03,QUERêTARO,22,0,0,0,12,0,21,4,1,2,1,0,0,2,22,1,0,0,1,0,1,14
2008-03,QUINTANA ROO,23,0,3,1,10,1,79,0,1,0,19,5,4,8,8,4,1,1,5,3,2,12
2008-03,SAN LUIS POTOS÷,24,0,1,0,4,1,31,9,0,11,17,4,1,3,17,4,3,0,1,0,0,3
